,index,city,population
1715,34978,Truckee,16735.0
1716,34982,Trumbull,35976.0
1717,34984,Truro,21555.0
1718,34987,Truth or Consequences,7035.0
1719,35058,Tualatin,27837.0
1720,35082,Tucker,36395.0
1721,35083,Tucson,888486.0
1722,35105,Tukwila,20347.0
1723,35119,Tulsa,671033.0
1724,35140,Tumwater,24024.0
1725,35166,Tupelo,45466.0
1726,35187,Turin,870952.0
1727,35191,Turku,187604.0
1728,35211,Tuscaloosa,155499.0
1729,35215,Tustin,79348.0
1730,35248,Twentynine Palms,26073.0
1731,35249,Twin Falls,55556.0
1732,35258,Tyler,143796.0
1733,35271,Tysons,24261.0
1734,35431,Uedem,8281.0
1735,35464,Ukiah,29561.0
1736,35482,Ulm,126405.0
1737,35533,Union,58297.0
1738,35540,Uniondale,32007.0
1739,35547,University City,34165.0
1740,35549,University Park,26620.0
1741,35603,Upper Hutt,41000.0
1742,35622,Uppsala,165456.0
1743,35638,Urbana,42214.0
1744,35733,Utica,112650.0
1745,35740,Utrecht,343779.0
1746,35757,Uxbridge,21176.0
1747,35792,Vail,12982.0
1748,35819,Valdosta,79820.0
1749,35826,Valencia,1484430.0
1750,35869,Vallejo,173256.0
1751,35892,Valparaiso,33897.0
1752,35908,Vancouver,2264823.0
1753,36086,Venice,261321.0
1754,36159,Vernal,19893.0
1755,36165,Vernon,44600.0
1756,36172,Verona,257275.0
1757,36196,Vestal,28352.0
1758,36246,Vicksburg,26340.0
1759,36254,Victoria,335696.0
1760,36284,Vienna,1911191.0
1761,36399,Villa Park,21483.0
1762,36545,Vilnius,574147.0
1763,36561,Vincennes,49635.0
1764,36565,Vine Grove,6439.0
1765,36566,Vineland,93239.0
1766,36595,Virginia,12381.0
1767,36596,Virginia Beach,1478868.0
1768,36813,Västerås,128534.0
1769,36864,Waco,192315.0
1770,36904,Wailuku,17708.0
1771,36927,Wake Forest,45629.0
1772,36929,Wakefield,99251.0
1773,36966,Walla Walla,57860.0
1774,36978,Wallingford,44596.0
1775,36985,Walnut Creek,70166.0
1776,36988,Walpole,25129.0
1777,36995,Waltham,62495.0
1778,37062,Warminster,32489.0
1779,37064,Warner Robins,155140.0
1780,37068,Warren,133943.0
1781,37072,Warrenton,10027.0
1782,37073,Warrenville,13174.0
1783,37078,Warsaw,1790658.0
1784,37083,Warwick,81004.0
1785,37088,Washington,5379184.0
1786,37107,Waterbury,189614.0
1787,37108,Waterford,48369.0
1788,37109,Waterloo,111631.0
1789,37110,Watertown,53163.0
1790,37112,Waterville,27054.0
1791,37118,Watsonville,77352.0
1792,37127,Wauconda,13504.0
1793,37129,Waukegan,86075.0
1794,37130,Waukesha,72299.0
1795,37134,Wausau,73593.0
1796,37138,Waverly,24201.0
1797,37147,Wayland,13802.0
1798,37148,Wayne,53954.0
1799,37149,Waynesboro,26694.0
1800,37165,Weehawken,14604.0
1801,37167,Weert,49842.0
1802,37224,Welland,52293.0
1803,37226,Wellesley,28747.0
1804,37227,Wellington,418500.0
1805,37229,Wells,10536.0
1806,37236,Welwyn Garden City,48380.0
1807,37258,Wentzville,41784.0
1808,37296,West Bend,69504.0
1809,37301,West Bridgewater,7198.0
1810,37307,West Chester,20029.0
1811,37316,West Des Moines,67899.0
1812,37326,West Greenwich,6224.0
1813,37329,West Hartford,63063.0
1814,37337,West Hollywood,36475.0
1815,37340,West Lafayette,50996.0
1816,37356,West Mifflin,19699.0
1817,37364,West Orange,47359.0
1818,37365,West Palm Beach,111955.0
1819,37384,West Springfield,28517.0
1820,37385,West St. Paul,19961.0
1821,37400,Westampton,8672.0
1822,37402,Westbrook,19074.0
1823,37405,Westchester,29778.0
1824,37410,Westerly,22544.0
1825,37414,Westerville,41103.0
1826,37416,Westfield,43649.0
1827,37417,Westford,24342.0
1828,37420,Westlake,32032.0
1829,37421,Westlake Village,8217.0
1830,37425,Westminster,255324.0
1831,37432,Westport,28016.0
1832,37437,Westwood,16136.0
1833,37454,Weymouth,57746.0
1834,37464,Wheaton,52745.0
1835,37466,Wheeling,75392.0
1836,37470,Whistler,11854.0
1837,37483,White Oak,19271.0
1838,37484,White Plains,58109.0
1839,37488,Whitefish Bay,13783.0
1840,37491,Whitehorse,25085.0
1841,37497,Whitewater,14895.0
1842,37513,Wichita,482249.0
1843,37514,Wichita Falls,104683.0
1844,37547,Wilbraham,14638.0
1845,37562,Wilkes-Barre,40766.0
1846,37574,Williamsburg,80441.0
1847,37577,Williamston,6498.0
1848,37578,Williamstown,14641.0
1849,37586,Williston,29844.0
1850,37603,Wilmington,255616.0
1851,37615,Wilton,18463.0
1852,37623,Winchester,74417.0
1853,37628,Windham,24655.0
1854,37633,Windsor,276165.0
1855,37634,Windsor Locks,12671.0
1856,37641,Winkler,12660.0
1857,37645,Winnetka,12316.0
1858,37646,Winnipeg,705244.0
1859,37647,Winona,29601.0
1860,37653,Winston-Salem,422269.0
1861,37657,Winter Haven,267069.0
1862,37658,Winter Park,30825.0
1863,37670,Winton,11288.0
1864,37705,Wixom,14049.0
1865,37707,Woburn,40228.0
1866,37714,Woking,62796.0
1867,37715,Wokingham,46745.0
1868,37734,Wollongong,261896.0
1869,37739,Wolverhampton,250970.0
1870,37747,Wood Dale,13607.0
1871,37750,Woodbridge,100089.0
1872,37759,Woodhaven,12469.0
1873,37761,Woodinville,13263.0
1874,37763,Woodland,60598.0
1875,37774,Woodstock,40902.0
1876,37782,Woonsocket,41751.0
1877,37783,Wooster,30750.0
1878,37785,Worcester,498328.0
1879,37794,Worthington,14692.0
1880,37803,Wright,23965.0
1881,37844,Wyandotte,24859.0
1882,37854,Wyomissing,10635.0
1883,37867,Würzburg,127880.0
1884,38059,Yakima,133191.0
1885,38219,Yellowknife,19569.0
1886,38313,Yonkers,200370.0
1887,38319,York,233184.0
1888,38321,Yorkshire,9639.0
1889,38339,Youngstown,378732.0
1890,38348,Ypsilanti,20171.0
1891,38380,Yuma,142847.0
1892,38447,Zachary,17949.0
1893,38464,Zagreb,790017.0
1894,38763,Zion,23487.0
1895,38831,Zug,30542.0
1896,38873,Zwolle,124914.0
1897,38885,Zürich,434008.0
